Heel 00

Hydrostatics for trim 4.0m by Stern

Curves



Tables




Trim -4.00 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

0.00 6.64 6824.84 42.981 0.000 3.503 1158.17 40.420 93.843 6.395 90.341 2.892 601522.6 19259.2 11.87 72.79 2056.01 
0.00 6.67 6860.50 42.968 0.000 3.519 1159.53 40.396 93.673 6.401 90.154 2.882 603413.4 19292.5 11.89 73.02 2062.08 
                 
0.00 6.70 6896.22 42.955 0.000 3.535 1160.90 40.372 93.503 6.408 89.967 2.873 605301.9 19326.5 11.90 73.25 2068.14 
0.00 6.73 6931.96 42.941 0.000 3.552 1162.26 40.348 93.333 6.415 89.781 2.863 607180.5 19360.7 11.91 73.48 2074.20 
0.00 6.76 6967.75 42.928 0.000 3.568 1163.60 40.326 93.162 6.421 89.594 2.853 609042.4 19394.9 11.93 73.70 2080.26 
0.00 6.79 7003.59 42.914 0.000 3.585 1164.94 40.304 92.991 6.428 89.406 2.843 610888.7 19429.0 11.94 73.93 2086.30 
0.00 6.82 7039.46 42.901 0.000 3.601 1166.25 40.283 92.817 6.435 89.216 2.834 612713.4 19462.4 11.95 74.15 2092.34 
                 
0.00 6.85 7075.36 42.888 0.000 3.618 1167.54 40.263 92.641 6.442 89.024 2.824 614513.0 19495.5 11.97 74.37 2098.37 
0.00 6.88 7111.32 42.874 0.000 3.634 1168.82 40.243 92.464 6.449 88.830 2.815 616293.9 19528.5 11.98 74.58 2104.38 
0.00 6.91 7147.32 42.861 0.000 3.651 1170.09 40.224 92.287 6.456 88.637 2.805 618062.3 19561.6 11.99 74.80 2110.40 
0.00 6.94 7183.35 42.848 0.000 3.667 1171.35 40.205 92.109 6.463 88.442 2.796 619815.8 19594.6 12.01 75.01 2116.41 
0.00 6.97 7219.41 42.834 0.000 3.683 1172.59 40.187 91.930 6.470 88.246 2.787 621547.2 19627.2 12.02 75.22 2122.41 
                 
0.00 7.00 7255.52 42.821 0.000 3.700 1173.81 40.169 91.748 6.477 88.048 2.777 623250.2 19659.0 12.03 75.42 2128.39 


Hydrostatics for trim 0.5m by Bow

Curves



Tables




Trim 0.50 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

0.50 1.00 861.55 46.725 0.000 0.556 926.53 44.453 391.383 17.624 390.828 17.069 328505.1 14346.7 9.50 39.75 997.12 
0.50 1.03 890.11 46.651 0.000 0.571 928.28 44.429 380.269 17.152 379.698 16.581 329730.7 14398.7 9.51 39.90 1002.64 
0.50 1.06 918.71 46.581 0.000 0.586 929.98 44.407 369.806 16.707 369.220 16.121 330931.1 14448.9 9.53 40.05 1008.13 
0.50 1.09 947.36 46.514 -0.000 0.601 931.53 44.387 359.894 16.285 359.292 15.683 332075.8 14495.1 9.55 40.19 1013.59 
0.50 1.12 976.06 46.450 0.000 0.617 933.04 44.369 350.496 15.886 349.880 15.269 333174.0 14540.0 9.56 40.32 1019.02 
                 
0.50 1.15 1004.81 46.390 0.000 0.632 934.45 44.352 341.577 15.507 340.944 14.875 334228.3 14581.6 9.58 40.45 1024.43 
0.50 1.18 1033.59 46.332 0.000 0.647 935.83 44.336 333.134 15.148 332.487 14.500 335272.6 14621.6 9.59 40.57 1029.82 
0.50 1.21 1062.42 46.277 0.000 0.663 937.17 44.320 325.128 14.807 324.465 14.144 336309.9 14660.5 9.61 40.70 1035.20 
0.50 1.24 1091.28 46.225 0.000 0.678 938.48 44.305 317.523 14.483 316.845 13.805 337332.8 14697.5 9.62 40.82 1040.58 
0.50 1.27 1120.19 46.175 0.000 0.693 939.72 44.290 310.283 14.174 309.589 13.480 338339.3 14732.0 9.63 40.94 1045.94 
                 
0.50 1.30 1149.13 46.127 0.000 0.709 940.95 44.275 303.391 13.879 302.683 13.171 339338.5 14765.8 9.64 41.07 1051.29 
0.50 1.33 1178.11 46.080 0.000 0.724 942.16 44.260 296.824 13.599 296.100 12.875 340330.3 14798.7 9.66 41.19 1056.64 
0.50 1.36 1207.13 46.036 0.000 0.739 943.34 44.246 290.557 13.332 289.818 12.593 341313.2 14830.4 9.67 41.30 1061.99 
0.50 1.39 1236.17 45.994 0.000 0.755 944.50 44.232 284.571 13.077 283.817 12.322 342287.7 14861.0 9.68 41.42 1067.33 
0.50 1.42 1265.26 45.953 0.000 0.770 945.64 44.218 278.847 12.834 278.077 12.064 343257.0 14891.2 9.69 41.54 1072.68 
                 
0.50 1.45 1294.38 45.913 0.000 0.785 946.78 44.203 273.368 12.601 272.583 11.816 344220.6 14921.0 9.70 41.66 1078.02 
0.50 1.48 1323.54 45.875 0.000 0.801 947.89 44.190 268.118 12.379 267.317 11.578 345176.3 14950.0 9.72 41.77 1083.35 
0.50 1.51 1352.73 45.838 0.000 0.816 948.99 44.176 263.084 12.166 262.268 11.350 346124.5 14978.4 9.73 41.89 1088.68 
0.50 1.54 1381.96 45.802 0.000 0.831 950.08 44.163 258.252 11.962 257.421 11.130 347068.4 15006.4 9.74 42.00 1094.01 
0.50 1.57 1411.20 45.768 0.000 0.847 951.15 44.150 253.615 11.766 252.768 10.920 348005.9 15034.1 9.75 42.11 1099.34 
                 
0.50 1.60 1440.50 45.735 0.000 0.862 952.25 44.138 249.159 11.580 248.297 10.718 348948.0 15062.8 9.76 42.23 1104.67 
0.50 1.63 1469.83 45.703 0.000 0.877 953.34 44.125 244.876 11.402 243.999 10.525 349889.8 15092.0 9.77 42.34 1109.99 
0.50 1.66 1499.17 45.672 0.000 0.893 954.43 44.113 240.758 11.231 239.865 10.338 350829.3 15121.0 9.78 42.46 1115.32 
0.50 1.69 1528.59 45.641 0.000 0.908 955.50 44.101 236.785 11.066 235.877 10.158 351764.4 15149.1 9.79 42.57 1120.64 
0.50 1.72 1558.00 45.612 0.000 0.923 956.56 44.089 232.962 10.908 232.039 9.984 352697.4 15176.3 9.80 42.68 1125.96 
                 
0.50 1.75 1587.45 45.583 0.000 0.939 957.60 44.078 229.271 10.755 228.332 9.816 353625.6 15202.6 9.82 42.79 1131.29 
0.50 1.78 1616.94 45.556 0.000 0.954 958.62 44.066 225.708 10.607 224.754 9.653 354550.1 15228.2 9.83 42.91 1136.61 
0.50 1.81 1646.46 45.528 0.000 0.969 959.64 44.054 222.268 10.466 221.298 9.496 355472.3 15253.7 9.84 43.02 1141.93 
0.50 1.84 1676.01 45.502 0.000 0.985 960.64 44.042 218.942 10.329 217.958 9.344 356388.8 15278.9 9.85 43.13 1147.25 
0.50 1.87 1705.59 45.477 0.000 1.000 961.64 44.030 215.725 10.197 214.724 9.197 357299.0 15304.0 9.86 43.24 1152.57 
                 
0.50 1.90 1735.20 45.452 0.000 1.016 962.63 44.018 212.608 10.070 211.592 9.055 358199.6 15328.9 9.87 43.35 1157.88 
0.50 1.93 1764.84 45.427 0.000 1.031 963.62 44.007 209.587 9.948 208.556 8.917 359091.2 15353.8 9.88 43.46 1163.20 
0.50 1.96 1794.51 45.404 0.000 1.046 964.60 43.995 206.666 9.830 205.619 8.784 359987.2 15378.3 9.89 43.56 1168.51 
0.50 1.99 1824.21 45.381 0.000 1.062 965.57 43.983 203.839 9.716 202.778 8.654 360888.1 15402.3 9.90 43.67 1173.82 
0.50 2.02 1853.94 45.358 0.000 1.077 966.54 43.972 201.105 9.606 200.028 8.529 361793.4 15425.9 9.91 43.78 1179.13 
                 
0.50 2.05 1883.71 45.336 0.000 1.092 967.53 43.961 198.463 9.499 197.370 8.407 362719.7 15450.3 9.92 43.89 1184.45 
0.50 2.08 1913.50 45.314 0.000 1.108 968.53 43.950 195.908 9.397 194.801 8.289 363659.5 15475.1 9.93 44.01 1189.77 
0.50 2.11 1943.32 45.293 0.000 1.123 969.55 43.938 193.437 9.299 192.314 8.175 364612.2 15500.0 9.94 44.12 1195.09 
0.50 2.14 1973.18 45.272 0.000 1.139 970.57 43.927 191.044 9.203 189.905 8.065 365577.6 15525.1 9.95 44.24 1200.42 
0.50 2.17 2003.06 45.252 0.000 1.154 971.59 43.916 188.722 9.111 187.568 7.957 366546.4 15550.0 9.96 44.36 1205.74 
                 
0.50 2.20 2032.98 45.232 0.000 1.169 972.57 43.906 186.443 9.022 185.274 7.852 367471.3 15574.5 9.97 44.47 1211.05 
0.50 2.23 2062.93 45.213 0.000 1.185 973.53 43.897 184.219 8.935 183.034 7.750 368376.3 15598.5 9.98 44.58 1216.36 
0.50 2.26 2092.90 45.194 0.000 1.200 974.49 43.888 182.057 8.851 180.856 7.651 369282.8 15622.1 9.99 44.69 1221.67 
0.50 2.29 2122.91 45.175 0.000 1.215 975.44 43.879 179.953 8.769 178.738 7.554 370189.4 15645.3 10.00 44.80 1226.98 
0.50 2.32 2152.94 45.157 0.000 1.231 976.38 43.871 177.907 8.690 176.676 7.459 371095.4 15668.0 10.01 44.91 1232.28 
                 
0.50 2.35 2183.01 45.139 0.000 1.246 977.34 43.861 175.921 8.614 174.675 7.368 372016.8 15691.9 10.02 45.02 1237.59 
0.50 2.38 2213.10 45.122 0.000 1.262 978.33 43.851 173.995 8.541 172.733 7.279 372952.3 15716.8 10.03 45.13 1242.91 
0.50 2.41 2243.22 45.104 0.000 1.277 979.31 43.841 172.119 8.470 170.842 7.193 373890.0 15741.5 10.04 45.25 1248.22 
0.50 2.44 2273.38 45.087 0.000 1.292 980.28 43.832 170.290 8.401 168.997 7.108 374823.2 15765.8 10.05 45.36 1253.53 
0.50 2.47 2303.56 45.071 0.000 1.308 981.24 43.822 168.502 8.334 167.194 7.026 375747.1 15789.8 10.06 45.47 1258.84 
                 
0.50 2.50 2333.76 45.055 0.000 1.323 982.19 43.813 166.755 8.269 165.432 6.945 376661.2 15813.5 10.07 45.58 1264.15 
0.50 2.53 2364.01 45.039 0.000 1.339 983.13 43.804 165.046 8.205 163.707 6.867 377565.8 15836.8 10.08 45.69 1269.46 
0.50 2.56 2394.28 45.023 0.000 1.354 984.06 43.796 163.376 8.144 162.022 6.790 378464.0 15859.9 10.09 45.80 1274.76 
0.50 2.59 2424.58 45.007 0.000 1.370 984.98 43.788 161.746 8.084 160.376 6.714 379360.7 15882.7 10.10 45.91 1280.06 
0.50 2.62 2454.91 44.992 0.000 1.385 985.90 43.779 160.153 8.026 158.768 6.641 380255.1 15905.1 10.11 46.02 1285.36 
                 
0.50 2.65 2485.26 44.977 0.000 1.400 986.80 43.771 158.598 7.969 157.197 6.569 381148.0 15927.1 10.11 46.12 1290.66 
0.50 2.68 2515.65 44.963 0.000 1.416 987.70 43.764 157.077 7.914 155.662 6.498 382038.5 15948.5 10.12 46.23 1295.96 
0.50 2.71 2546.06 44.948 0.000 1.431 988.63 43.755 155.598 7.861 154.167 6.430 382944.8 15971.4 10.13 46.34 1301.26 
0.50 2.74 2576.50 44.934 0.000 1.447 989.55 43.747 154.154 7.810 152.707 6.363 383853.5 15994.3 10.14 46.45 1306.57 
0.50 2.77 2606.96 44.920 -0.000 1.462 990.46 43.738 152.741 7.760 151.279 6.297 384759.3 16016.6 10.15 46.56 1311.87 
                 
0.50 2.80 2637.46 44.906 0.000 1.478 991.37 43.730 151.358 7.711 149.881 6.233 385662.4 16038.4 10.16 46.67 1317.17 
0.50 2.83 2667.99 44.893 0.000 1.493 992.26 43.722 150.005 7.663 148.511 6.170 386562.2 16059.6 10.17 46.78 1322.47 
0.50 2.86 2698.53 44.879 0.000 1.509 993.14 43.714 148.679 7.616 147.171 6.108 387458.1 16080.2 10.18 46.89 1327.77 
0.50 2.89 2729.11 44.866 0.000 1.524 994.01 43.707 147.381 7.571 145.857 6.047 388350.7 16100.3 10.19 47.00 1333.07 
0.50 2.92 2759.71 44.853 0.000 1.540 994.88 43.699 146.111 7.527 144.571 5.987 389244.4 16120.2 10.20 47.10 1338.37 
                 
0.50 2.95 2790.35 44.840 0.000 1.555 995.76 43.691 144.870 7.484 143.315 5.929 390143.9 16140.5 10.21 47.21 1343.67 
0.50 2.98 2821.01 44.828 0.000 1.570 996.64 43.683 143.656 7.442 142.086 5.872 391048.8 16161.0 10.22 47.32 1348.97 
0.50 3.01 2851.69 44.815 0.000 1.586 997.52 43.675 142.470 7.402 140.884 5.816 391958.8 16181.8 10.22 47.43 1354.28 
0.50 3.04 2882.40 44.803 0.000 1.601 998.41 43.666 141.310 7.363 139.708 5.762 392873.3 16202.7 10.23 47.54 1359.58 
0.50 3.07 2913.14 44.791 0.000 1.617 999.31 43.658 140.173 7.325 138.557 5.708 393789.7 16223.8 10.24 47.65 1364.89 
                 
0.50 3.10 2943.91 44.779 0.000 1.632 1000.19 43.649 139.054 7.288 137.422 5.656 394690.4 16244.9 10.25 47.76 1370.20 
0.50 3.13 2974.70 44.767 0.000 1.648 1001.06 43.641 137.954 7.253 136.306 5.605 395580.0 16266.1 10.26 47.87 1375.50 
0.50 3.16 3005.52 44.756 0.000 1.663 1001.93 43.633 136.873 7.218 135.210 5.555 396464.0 16287.4 10.27 47.98 1380.80 
0.50 3.19 3036.36 44.744 0.000 1.679 1002.79 43.625 135.812 7.184 134.133 5.505 397341.2 16308.0 10.28 48.08 1386.10 
0.50 3.22 3067.24 44.733 0.000 1.694 1003.65 43.617 134.771 7.151 133.077 5.457 398222.4 16328.6 10.29 48.19 1391.40 
                 
0.50 3.25 3098.14 44.722 0.000 1.710 1004.51 43.609 133.753 7.119 132.044 5.409 399111.5 16349.3 10.30 48.30 1396.70 
0.50 3.28 3129.07 44.711 0.000 1.725 1005.38 43.602 132.758 7.088 131.033 5.362 400009.4 16370.2 10.31 48.41 1402.00 
0.50 3.31 3160.02 44.700 0.000 1.741 1006.25 43.594 131.783 7.057 130.042 5.317 400913.3 16391.0 10.31 48.52 1407.31 
0.50 3.34 3191.00 44.689 0.000 1.756 1007.12 43.586 130.827 7.028 129.071 5.272 401820.8 16411.6 10.32 48.63 1412.62 
0.50 3.37 3222.01 44.678 0.000 1.772 1007.98 43.579 129.889 6.999 128.117 5.227 402725.1 16431.7 10.33 48.74 1417.93 
                 
0.50 3.40 3253.04 44.668 0.000 1.787 1008.83 43.571 128.967 6.971 127.180 5.184 403630.4 16451.6 10.34 48.85 1423.24 
0.50 3.43 3284.10 44.657 0.000 1.803 1009.68 43.563 128.063 6.944 126.260 5.141 404536.2 16471.2 10.35 48.96 1428.55 
0.50 3.46 3315.18 44.647 0.000 1.818 1010.53 43.555 127.175 6.917 125.356 5.099 405443.2 16490.6 10.36 49.06 1433.86 
0.50 3.49 3346.29 44.637 0.000 1.834 1011.38 43.547 126.304 6.891 124.470 5.057 406353.4 16510.0 10.37 49.18 1439.17 
0.50 3.52 3377.43 44.627 0.000 1.849 1012.23 43.539 125.449 6.866 123.600 5.016 407267.2 16529.4 10.38 49.29 1444.49 
                 
0.50 3.55 3408.59 44.617 0.000 1.865 1013.08 43.531 124.610 6.841 122.745 4.976 408184.2 16548.7 10.38 49.40 1449.81 
0.50 3.58 3439.78 44.607 0.000 1.880 1013.93 43.522 123.787 6.817 121.907 4.937 409104.8 16568.0 10.39 49.51 1455.13 
0.50 3.61 3471.00 44.597 0.000 1.896 1014.78 43.514 122.978 6.794 121.082 4.898 410026.6 16587.1 10.40 49.62 1460.45 
0.50 3.64 3502.24 44.587 0.000 1.911 1015.63 43.505 122.185 6.772 120.273 4.860 410951.6 16606.2 10.41 49.73 1465.77 
0.50 3.67 3533.51 44.577 0.000 1.927 1016.49 43.496 121.406 6.750 119.479 4.823 411881.2 16625.5 10.42 49.84 1471.10 
                 
0.50 3.70 3564.81 44.568 0.000 1.943 1017.35 43.487 120.641 6.729 118.698 4.786 412815.7 16645.0 10.43 49.96 1476.43 
0.50 3.73 3596.13 44.558 0.000 1.958 1018.21 43.478 119.890 6.708 117.932 4.750 413754.8 16664.6 10.44 50.07 1481.76 
0.50 3.76 3627.47 44.549 0.000 1.974 1019.07 43.468 119.153 6.688 117.180 4.714 414698.5 16684.4 10.45 50.18 1487.10 
0.50 3.79 3658.85 44.540 0.000 1.989 1019.95 43.459 118.431 6.669 116.442 4.680 415650.7 16704.5 10.45 50.30 1492.43 
0.50 3.82 3690.25 44.530 0.000 2.005 1020.83 43.449 117.723 6.650 115.718 4.645 416614.3 16724.8 10.46 50.42 1497.78 
                 
0.50 3.85 3721.68 44.521 0.000 2.020 1021.72 43.438 117.030 6.632 115.010 4.612 417589.8 16745.3 10.47 50.53 1503.12 
0.50 3.88 3753.13 44.512 0.000 2.036 1022.63 43.428 116.353 6.615 114.317 4.579 418581.7 16766.0 10.48 50.65 1508.48 
0.50 3.91 3784.62 44.503 0.000 2.051 1023.54 43.417 115.690 6.598 113.638 4.546 419588.4 16787.0 10.49 50.78 1513.84 
0.50 3.94 3816.13 44.494 0.000 2.067 1024.47 43.405 115.041 6.582 112.974 4.515 420608.7 16808.1 10.50 50.90 1519.21 
0.50 3.97 3847.68 44.485 0.000 2.083 1025.40 43.393 114.406 6.566 112.323 4.483 421641.9 16829.5 10.51 51.03 1524.58 
                 
0.50 4.00 3879.24 44.476 0.000 2.098 1026.34 43.382 113.783 6.551 111.685 4.452 422684.9 16850.6 10.52 51.15 1529.96 
0.50 4.03 3910.84 44.467 0.000 2.114 1027.28 43.369 113.172 6.536 111.058 4.422 423736.1 16871.5 10.53 51.28 1535.34 
0.50 4.06 3942.47 44.458 0.000 2.129 1028.22 43.357 112.572 6.521 110.443 4.392 424798.8 16892.3 10.54 51.41 1540.73 
0.50 4.09 3974.12 44.449 0.000 2.145 1029.17 43.345 111.985 6.507 109.840 4.362 425871.0 16912.9 10.55 51.54 1546.12 
0.50 4.12 4005.82 44.441 0.000 2.160 1030.12 43.332 111.410 6.493 109.250 4.333 426959.9 16933.6 10.56 51.67 1551.52 
                 
0.50 4.15 4037.53 44.432 0.000 2.176 1031.08 43.319 110.848 6.480 108.672 4.304 428064.2 16954.2 10.57 51.80 1556.93 
0.50 4.18 4069.28 44.423 0.000 2.192 1032.06 43.305 110.298 6.467 108.106 4.276 429185.7 16974.8 10.58 51.94 1562.35 
0.50 4.21 4101.05 44.414 0.000 2.207 1033.04 43.292 109.761 6.455 107.554 4.248 430325.8 16995.5 10.59 52.08 1567.78 
0.50 4.24 4132.86 44.406 0.000 2.223 1034.03 43.278 109.236 6.443 107.014 4.220 431485.0 17016.2 10.60 52.22 1573.21 
0.50 4.27 4164.70 44.397 0.000 2.239 1035.04 43.263 108.724 6.432 106.485 4.193 432663.3 17037.0 10.61 52.36 1578.66 
                 
0.50 4.30 4196.57 44.388 0.000 2.254 1036.06 43.248 108.224 6.421 105.969 4.166 433861.2 17057.9 10.62 52.50 1584.12 
0.50 4.33 4228.47 44.379 0.000 2.270 1037.10 43.233 107.736 6.410 105.466 4.140 435082.5 17079.2 10.63 52.65 1589.59 
0.50 4.36 4260.40 44.371 0.000 2.285 1038.15 43.217 107.261 6.400 104.975 4.114 436328.0 17100.9 10.64 52.80 1595.07 
0.50 4.39 4292.37 44.362 0.000 2.301 1039.22 43.200 106.797 6.390 104.496 4.089 437596.0 17122.8 10.65 52.96 1600.57 
0.50 4.42 4324.36 44.353 0.000 2.317 1040.30 43.184 106.345 6.380 104.028 4.064 438882.8 17144.7 10.66 53.11 1606.07 
                 
0.50 4.45 4356.40 44.345 0.000 2.332 1041.39 43.166 105.903 6.371 103.571 4.039 440190.8 17166.6 10.67 53.27 1611.59 
0.50 4.48 4388.45 44.336 0.000 2.348 1042.51 43.148 105.475 6.363 103.127 4.015 441528.7 17188.9 10.69 53.43 1617.12 
0.50 4.51 4420.56 44.327 0.000 2.364 1043.64 43.129 105.058 6.355 102.695 3.991 442896.0 17211.6 10.70 53.60 1622.67 
0.50 4.54 4452.70 44.319 0.000 2.379 1044.79 43.110 104.652 6.347 102.273 3.967 444282.8 17234.1 10.71 53.77 1628.23 
0.50 4.57 4484.87 44.310 0.000 2.395 1045.93 43.090 104.255 6.339 101.860 3.944 445686.2 17256.3 10.72 53.93 1633.80 
                 
0.50 4.60 4517.08 44.301 0.000 2.411 1047.09 43.070 103.867 6.331 101.456 3.921 447106.4 17278.3 10.73 54.11 1639.38 
0.50 4.63 4549.32 44.292 0.000 2.426 1048.25 43.049 103.487 6.324 101.061 3.898 448543.5 17300.0 10.74 54.28 1644.97 
0.50 4.66 4581.60 44.283 0.000 2.442 1049.41 43.028 103.116 6.317 100.674 3.875 449997.3 17321.5 10.76 54.46 1650.58 
0.50 4.69 4613.92 44.274 0.000 2.458 1050.58 43.007 102.753 6.311 100.296 3.853 451468.9 17342.9 10.77 54.63 1656.19 
0.50 4.72 4646.26 44.266 0.000 2.473 1051.77 42.985 102.400 6.304 99.926 3.831 452959.7 17364.3 10.78 54.82 1661.81 
                 
0.50 4.75 4678.65 44.257 0.000 2.489 1052.95 42.962 102.054 6.298 99.565 3.809 454467.0 17385.5 10.79 55.00 1667.45 
0.50 4.78 4711.08 44.248 0.000 2.505 1054.16 42.940 101.717 6.292 99.212 3.787 455997.1 17407.0 10.81 55.18 1673.10 
0.50 4.81 4743.54 44.239 0.000 2.521 1055.39 42.916 101.393 6.287 98.872 3.766 457564.1 17428.9 10.82 55.37 1678.77 
0.50 4.84 4776.04 44.229 0.000 2.536 1056.64 42.891 101.079 6.282 98.542 3.745 459163.8 17451.3 10.83 55.57 1684.46 
0.50 4.87 4808.58 44.220 0.000 2.552 1057.92 42.866 100.777 6.277 98.225 3.725 460802.4 17474.1 10.84 55.76 1690.18 
                 
0.50 4.90 4841.16 44.211 0.000 2.568 1059.23 42.840 100.487 6.273 97.919 3.705 462479.0 17497.3 10.86 55.97 1695.91 
0.50 4.93 4873.78 44.202 0.000 2.584 1060.55 42.813 100.207 6.268 97.624 3.685 464191.1 17520.7 10.87 56.17 1701.67 
0.50 4.96 4906.44 44.192 0.000 2.599 1061.90 42.785 99.939 6.265 97.339 3.665 465940.2 17544.3 10.88 56.39 1707.45 
0.50 4.99 4939.15 44.183 0.000 2.615 1063.28 42.757 99.682 6.261 97.066 3.646 467732.2 17568.1 10.90 56.60 1713.25 
0.50 5.02 4971.89 44.173 0.000 2.631 1064.68 42.728 99.436 6.258 96.805 3.627 469564.2 17592.2 10.91 56.82 1719.08 
                 
0.50 5.05 5004.68 44.164 0.000 2.647 1066.11 42.698 99.201 6.255 96.554 3.608 471437.6 17617.0 10.93 57.05 1724.93 
0.50 5.08 5037.52 44.154 0.000 2.663 1067.57 42.667 98.976 6.252 96.313 3.590 473345.4 17642.2 10.94 57.28 1730.81 
0.50 5.11 5070.40 44.144 0.000 2.678 1069.04 42.636 98.759 6.250 96.080 3.572 475283.1 17667.6 10.96 57.52 1736.70 
0.50 5.14 5103.33 44.135 0.000 2.694 1070.52 42.604 98.547 6.248 95.853 3.554 477238.1 17693.1 10.97 57.75 1742.60 
0.50 5.17 5136.30 44.125 0.000 2.710 1072.01 42.572 98.341 6.246 95.631 3.536 479207.4 17718.4 10.99 57.99 1748.52 
                 
0.50 5.20 5169.32 44.115 0.000 2.726 1073.49 42.540 98.138 6.244 95.412 3.518 481184.3 17743.6 11.00 58.23 1754.44 
0.50 5.23 5202.38 44.104 0.000 2.742 1074.97 42.508 97.938 6.243 95.197 3.501 483170.0 17768.6 11.02 58.47 1760.36 
0.50 5.26 5235.49 44.094 0.000 2.758 1076.46 42.475 97.744 6.241 94.986 3.484 485169.4 17793.9 11.03 58.71 1766.30 
0.50 5.29 5268.64 44.084 0.000 2.774 1077.95 42.443 97.553 6.240 94.779 3.467 487178.1 17819.1 11.05 58.96 1772.25 
0.50 5.32 5301.85 44.074 0.000 2.789 1079.45 42.410 97.365 6.239 94.576 3.450 489196.9 17844.1 11.06 59.20 1778.20 
                 
0.50 5.35 5335.09 44.063 0.000 2.805 1080.94 42.377 97.182 6.238 94.377 3.433 491227.6 17869.0 11.08 59.45 1784.16 
0.50 5.38 5368.38 44.053 0.000 2.821 1082.45 42.344 97.004 6.238 94.183 3.417 493277.9 17894.2 11.10 59.69 1790.13 
0.50 5.41 5401.72 44.042 0.000 2.837 1083.97 42.311 96.832 6.237 93.995 3.400 495352.7 17919.6 11.11 59.95 1796.12 
0.50 5.44 5435.11 44.031 0.000 2.853 1085.49 42.277 96.666 6.237 93.813 3.384 497446.3 17944.9 11.13 60.20 1802.13 
0.50 5.47 5468.54 44.020 0.000 2.869 1087.03 42.242 96.505 6.237 93.636 3.368 499562.5 17970.3 11.14 60.45 1808.15 
                 
0.50 5.50 5502.03 44.009 0.000 2.885 1088.58 42.207 96.351 6.237 93.466 3.353 501708.5 17995.8 11.16 60.71 1814.19 
0.50 5.53 5535.56 43.998 0.000 2.901 1090.15 42.172 96.203 6.238 93.302 3.337 503884.5 18021.5 11.17 60.98 1820.24 
0.50 5.56 5569.14 43.987 0.000 2.917 1091.73 42.136 96.063 6.238 93.146 3.322 506089.1 18047.2 11.19 61.24 1826.32 
0.50 5.59 5602.76 43.976 0.000 2.933 1093.32 42.099 95.927 6.239 92.994 3.306 508317.9 18073.0 11.21 61.51 1832.40 
0.50 5.62 5636.44 43.964 0.000 2.949 1094.92 42.062 95.798 6.240 92.849 3.291 510573.3 18098.9 11.22 61.79 1838.51 
                 
0.50 5.65 5670.17 43.953 0.000 2.965 1096.54 42.025 95.675 6.241 92.710 3.276 512860.0 18125.1 11.24 62.06 1844.63 
0.50 5.68 5703.94 43.941 0.000 2.981 1098.18 41.986 95.559 6.243 92.578 3.262 515180.3 18151.5 11.26 62.34 1850.77 
0.50 5.71 5737.77 43.930 0.000 2.997 1099.83 41.947 95.450 6.244 92.453 3.247 517535.8 18178.2 11.27 62.63 1856.93 
0.50 5.74 5771.65 43.918 0.000 3.013 1101.51 41.908 95.348 6.246 92.335 3.233 519929.0 18205.1 11.29 62.92 1863.11 
0.50 5.77 5805.58 43.906 0.000 3.029 1103.20 41.867 95.254 6.248 92.225 3.219 522362.1 18232.3 11.31 63.21 1869.31 
                 
0.50 5.80 5839.56 43.894 0.000 3.045 1104.92 41.826 95.168 6.250 92.123 3.205 524837.9 18259.8 11.33 63.51 1875.53 
0.50 5.83 5873.60 43.882 0.000 3.061 1106.66 41.784 95.090 6.252 92.029 3.191 527354.9 18287.5 11.34 63.82 1881.78 
0.50 5.86 5907.69 43.870 0.000 3.077 1108.42 41.742 95.016 6.255 91.938 3.178 529896.6 18315.5 11.36 64.13 1888.05 
0.50 5.89 5941.83 43.857 0.000 3.093 1110.17 41.698 94.944 6.258 91.851 3.164 532452.4 18343.5 11.38 64.43 1894.32 
0.50 5.92 5976.03 43.845 0.000 3.109 1111.94 41.655 94.874 6.260 91.765 3.151 535016.4 18371.7 11.40 64.75 1900.61 
                 
0.50 5.95 6010.29 43.832 0.000 3.125 1113.70 41.612 94.805 6.263 91.680 3.138 537581.4 18400.1 11.42 65.06 1906.89 
0.50 5.98 6044.60 43.820 0.000 3.141 1115.45 41.569 94.734 6.266 91.593 3.125 540138.6 18428.6 11.43 65.37 1913.18 
0.50 6.01 6078.96 43.807 0.000 3.158 1117.20 41.527 94.662 6.270 91.505 3.112 542686.8 18457.2 11.45 65.67 1919.47 
