Heel 00

Hydrostatics for trim 4.0m by Stern

Curves



Tables




Trim -4.00 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

-3.00 6.22 6435.06 39.721 0.000 3.383 1171.35 39.059 102.001 6.515 98.618 3.132 619134.3 19661.8 12.01 74.92 2002.08 
                 
-3.00 6.25 6471.10 39.718 0.000 3.400 1172.29 39.048 101.667 6.518 98.268 3.119 620390.7 19689.2 12.02 75.08 2007.92 
-3.00 6.28 6507.17 39.714 0.000 3.416 1173.21 39.037 101.336 6.522 97.920 3.106 621638.3 19716.6 12.03 75.23 2013.77 
-3.00 6.31 6543.27 39.710 0.000 3.433 1174.13 39.026 101.006 6.526 97.573 3.093 622873.4 19743.8 12.03 75.38 2019.61 
-3.00 6.34 6579.39 39.706 0.000 3.449 1175.03 39.016 100.674 6.530 97.225 3.080 624078.8 19770.8 12.04 75.52 2025.45 
-3.00 6.37 6615.54 39.703 0.000 3.466 1175.91 39.006 100.341 6.533 96.875 3.067 625250.6 19797.6 12.05 75.66 2031.28 
                 
-3.00 6.40 6651.72 39.699 0.000 3.483 1176.77 38.997 100.007 6.537 96.525 3.055 626396.6 19823.9 12.06 75.80 2037.10 
-3.00 6.43 6687.92 39.695 0.000 3.499 1177.60 38.989 99.670 6.541 96.171 3.042 627498.8 19849.4 12.07 75.94 2042.91 
-3.00 6.46 6724.16 39.691 0.000 3.516 1178.41 38.982 99.330 6.545 95.815 3.030 628559.2 19874.3 12.08 76.07 2048.71 
-3.00 6.49 6760.41 39.687 0.000 3.532 1179.19 38.976 98.990 6.549 95.458 3.017 629594.3 19898.8 12.09 76.19 2054.50 
-3.00 6.52 6796.68 39.683 0.000 3.549 1179.97 38.969 98.651 6.553 95.102 3.005 630615.8 19923.0 12.09 76.31 2060.29 
                 
-3.00 6.55 6832.98 39.680 0.000 3.565 1180.73 38.963 98.314 6.557 94.749 2.992 631626.9 19946.9 12.10 76.44 2066.07 
-3.00 6.58 6869.31 39.676 0.000 3.582 1181.49 38.958 97.979 6.562 94.397 2.980 632626.5 19970.5 12.11 76.56 2071.85 
-3.00 6.61 6905.65 39.672 0.000 3.598 1182.24 38.952 97.647 6.566 94.048 2.968 633624.3 19994.1 12.12 76.68 2077.63 
-3.00 6.64 6942.03 39.668 0.000 3.615 1182.98 38.947 97.316 6.570 93.701 2.956 634608.6 20016.9 12.13 76.80 2083.41 
-3.00 6.67 6978.42 39.664 0.000 3.631 1183.70 38.942 96.986 6.575 93.355 2.943 635578.3 20038.9 12.13 76.91 2089.19 
                 
-3.00 6.70 7014.83 39.661 0.000 3.648 1184.41 38.938 96.658 6.579 93.010 2.931 636539.4 20060.4 12.14 77.03 2094.97 
-3.00 6.73 7051.27 39.657 0.000 3.664 1185.11 38.933 96.333 6.583 92.668 2.919 637492.4 20081.6 12.15 77.15 2100.74 
-3.00 6.76 7087.72 39.653 0.000 3.681 1185.80 38.929 96.009 6.588 92.328 2.907 638437.9 20102.6 12.15 77.26 2106.52 
-3.00 6.79 7124.20 39.649 0.000 3.697 1186.39 38.927 95.682 6.592 91.984 2.895 639331.0 20118.1 12.16 77.37 2112.38 
-3.00 6.82 7160.70 39.646 0.000 3.714 1186.34 38.936 95.315 6.591 91.602 2.877 639933.7 20099.9 12.16 77.44 2118.86 
                 
-3.00 6.85 7197.17 39.642 0.000 3.730 1185.56 38.958 94.910 6.585 91.180 2.855 640233.5 20047.7 12.15 77.48 2126.04 
-3.00 6.88 7233.66 39.639 0.000 3.747 1183.96 38.993 94.466 6.575 90.719 2.828 640223.8 19961.0 12.14 77.48 2134.00 
-3.00 6.91 7270.07 39.636 0.000 3.763 1181.48 39.042 93.982 6.560 90.219 2.797 639901.4 19840.7 12.11 77.44 2142.82 
-3.00 6.94 7306.40 39.633 0.000 3.779 1178.11 39.104 93.465 6.542 89.685 2.763 639294.3 19691.8 12.08 77.36 2152.49 
-3.00 6.97 7342.63 39.630 0.000 3.796 1173.61 39.184 92.902 6.520 89.106 2.724 638316.1 19513.3 12.03 77.25 2163.27 
                 
-3.00 7.00 7378.71 39.629 0.000 3.812 1167.65 39.287 92.277 6.493 88.466 2.682 636841.4 19304.7 11.97 77.07 2175.51 


Hydrostatics for trim 2.5m by Stern

Curves



Tables




Trim -2.50 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

-2.50 1.00 823.52 32.326 -0.000 0.703 886.53 41.354 356.959 17.847 356.256 17.144 286230.0 13774.3 9.09 34.64 961.74 
-2.50 1.03 851.01 32.625 0.000 0.714 895.24 41.604 355.491 17.469 354.777 16.755 294555.5 13910.8 9.18 35.65 973.22 
-2.50 1.06 878.73 32.914 0.000 0.725 902.92 41.820 353.048 17.094 352.323 16.369 302045.7 14033.1 9.25 36.55 983.77 
-2.50 1.09 906.67 33.194 0.000 0.737 909.55 42.000 349.570 16.726 348.833 15.989 308561.6 14143.4 9.32 37.34 993.34 
-2.50 1.12 934.79 33.464 0.000 0.748 915.49 42.155 345.534 16.369 344.786 15.621 314440.1 14245.9 9.38 38.05 1002.27 
                 
-2.50 1.15 963.07 33.724 0.000 0.760 920.58 42.280 340.713 16.023 339.953 15.263 319411.8 14340.8 9.44 38.65 1010.43 
-2.50 1.18 991.49 33.973 0.000 0.771 924.89 42.376 335.210 15.687 334.439 14.916 323504.7 14428.3 9.48 39.15 1017.89 
-2.50 1.21 1020.03 34.211 0.000 0.783 928.75 42.456 329.496 15.363 328.713 14.580 327117.8 14509.4 9.52 39.59 1024.97 
-2.50 1.24 1048.67 34.439 0.000 0.795 932.23 42.524 323.680 15.051 322.884 14.256 330340.7 14585.2 9.56 39.98 1031.73 
-2.50 1.27 1077.42 34.658 0.000 0.808 935.40 42.582 317.857 14.750 317.050 13.943 333262.8 14655.9 9.59 40.33 1038.27 
                 
-2.50 1.30 1106.25 34.867 -0.000 0.820 938.32 42.633 312.094 14.460 311.275 13.641 335950.0 14721.8 9.62 40.66 1044.62 
-2.50 1.33 1135.17 35.067 -0.000 0.832 941.04 42.677 306.430 14.181 305.598 13.349 338443.4 14783.6 9.65 40.96 1050.81 
-2.50 1.36 1164.16 35.259 0.000 0.845 943.61 42.714 300.902 13.914 300.057 13.070 340795.1 14843.9 9.67 41.24 1056.89 
-2.50 1.39 1193.26 35.442 0.000 0.858 946.03 42.747 295.504 13.657 294.646 12.800 343012.9 14900.6 9.70 41.51 1062.87 
-2.50 1.42 1222.40 35.618 0.000 0.871 948.30 42.776 290.248 13.409 289.377 12.539 345107.0 14953.5 9.72 41.76 1068.76 
                 
-2.50 1.45 1251.61 35.787 0.000 0.884 950.44 42.801 285.132 13.170 284.248 12.287 347091.3 15003.0 9.74 42.00 1074.57 
-2.50 1.48 1280.88 35.949 0.000 0.897 952.45 42.823 280.160 12.940 279.263 12.043 348977.3 15049.2 9.76 42.23 1080.32 
-2.50 1.51 1310.22 36.104 0.000 0.910 954.35 42.843 275.325 12.717 274.415 11.807 350773.9 15092.3 9.78 42.45 1086.01 
-2.50 1.54 1339.60 36.254 0.000 0.923 956.14 42.860 270.632 12.502 269.709 11.579 352489.3 15132.9 9.80 42.66 1091.64 
-2.50 1.57 1369.05 36.397 0.000 0.936 957.86 42.875 266.075 12.296 265.139 11.359 354135.4 15171.8 9.82 42.86 1097.23 
                 
-2.50 1.60 1398.55 36.535 0.000 0.950 959.51 42.887 261.656 12.097 260.706 11.147 355717.6 15209.2 9.83 43.05 1102.78 
-2.50 1.63 1428.10 36.667 -0.000 0.963 961.09 42.896 257.367 11.906 256.403 10.942 357237.7 15245.2 9.85 43.23 1108.29 
-2.50 1.66 1457.69 36.795 0.000 0.977 962.61 42.903 253.201 11.722 252.224 10.744 358696.7 15280.1 9.87 43.41 1113.77 
-2.50 1.69 1487.32 36.917 0.000 0.991 964.07 42.909 249.156 11.544 248.165 10.554 360099.1 15313.8 9.88 43.58 1119.23 
-2.50 1.72 1517.01 37.035 0.000 1.004 965.45 42.912 245.221 11.373 244.216 10.369 361441.0 15345.5 9.90 43.74 1124.65 
                 
-2.50 1.75 1546.73 37.149 0.000 1.018 966.77 42.915 241.388 11.208 240.370 10.189 362718.8 15375.9 9.91 43.89 1130.05 
-2.50 1.78 1576.49 37.259 0.000 1.032 968.03 42.917 237.662 11.048 236.630 10.016 363946.3 15404.9 9.92 44.04 1135.42 
-2.50 1.81 1606.28 37.364 0.000 1.046 969.25 42.917 234.043 10.894 232.997 9.848 365129.7 15433.3 9.93 44.19 1140.78 
-2.50 1.84 1636.12 37.466 0.000 1.060 970.43 42.916 230.522 10.746 229.462 9.686 366270.8 15460.8 9.95 44.32 1146.11 
-2.50 1.87 1665.99 37.564 0.000 1.074 971.56 42.915 227.098 10.603 226.024 9.529 367369.6 15487.4 9.96 44.46 1151.44 
                 
-2.50 1.90 1695.90 37.659 0.000 1.088 972.66 42.912 223.769 10.465 222.681 9.376 368433.0 15513.4 9.97 44.59 1156.75 
-2.50 1.93 1725.84 37.751 0.000 1.102 973.73 42.908 220.535 10.331 219.433 9.229 369468.9 15539.5 9.98 44.71 1162.05 
-2.50 1.96 1755.81 37.840 0.000 1.117 974.79 42.903 217.397 10.203 216.280 9.087 370484.7 15565.4 9.99 44.83 1167.35 
-2.50 1.99 1785.81 37.925 0.000 1.131 975.85 42.898 214.356 10.080 213.225 8.949 371491.7 15591.8 10.00 44.96 1172.65 
-2.50 2.02 1815.85 38.008 0.000 1.145 976.89 42.891 211.401 9.961 210.256 8.816 372480.7 15618.2 10.01 45.08 1177.94 
                 
-2.50 2.05 1845.91 38.088 0.000 1.159 977.91 42.884 208.529 9.846 207.370 8.687 373449.0 15643.9 10.02 45.19 1183.23 
-2.50 2.08 1876.01 38.165 0.000 1.174 978.90 42.876 205.736 9.734 204.562 8.561 374400.6 15668.3 10.03 45.31 1188.52 
-2.50 2.11 1906.14 38.240 0.000 1.188 979.85 42.869 203.016 9.626 201.828 8.438 375329.5 15691.5 10.04 45.42 1193.81 
-2.50 2.14 1936.30 38.312 0.000 1.203 980.79 42.860 200.373 9.521 199.170 8.319 376247.1 15714.3 10.05 45.53 1199.09 
-2.50 2.17 1966.49 38.382 0.000 1.217 981.72 42.852 197.806 9.420 196.589 8.203 377159.6 15736.9 10.06 45.64 1204.38 
                 
-2.50 2.20 1996.70 38.450 0.000 1.232 982.64 42.843 195.314 9.321 194.083 8.090 378073.6 15759.1 10.07 45.75 1209.67 
-2.50 2.23 2026.94 38.516 0.000 1.246 983.56 42.834 192.896 9.226 191.650 7.980 378988.3 15781.1 10.08 45.86 1214.96 
-2.50 2.26 2057.21 38.580 0.000 1.261 984.48 42.825 190.547 9.134 189.287 7.874 379905.1 15802.9 10.09 45.97 1220.25 
-2.50 2.29 2087.51 38.642 0.000 1.275 985.39 42.816 188.267 9.045 186.991 7.770 380825.6 15824.7 10.10 46.09 1225.55 
-2.50 2.32 2117.83 38.702 0.000 1.290 986.33 42.807 186.053 8.960 184.763 7.670 381754.2 15847.3 10.11 46.20 1230.85 
                 
-2.50 2.35 2148.19 38.760 0.000 1.305 987.27 42.798 183.903 8.877 182.598 7.572 382688.8 15870.2 10.12 46.31 1236.15 
-2.50 2.38 2178.58 38.817 0.000 1.319 988.22 42.788 181.816 8.797 180.496 7.478 383634.6 15893.4 10.13 46.43 1241.46 
-2.50 2.41 2208.99 38.871 0.000 1.334 989.17 42.778 179.788 8.719 178.454 7.386 384588.4 15916.7 10.14 46.54 1246.78 
-2.50 2.44 2239.43 38.925 0.000 1.349 990.12 42.768 177.814 8.644 176.466 7.296 385545.1 15939.7 10.15 46.66 1252.09 
-2.50 2.47 2269.91 38.977 0.000 1.363 991.07 42.758 175.894 8.571 174.531 7.208 386505.8 15962.5 10.16 46.77 1257.41 
                 
-2.50 2.50 2300.41 39.027 0.000 1.378 992.02 42.747 174.025 8.501 172.646 7.122 387470.9 15985.0 10.17 46.89 1262.74 
-2.50 2.53 2330.94 39.076 0.000 1.393 992.96 42.737 172.205 8.432 170.812 7.039 388440.7 16007.1 10.18 47.01 1268.06 
-2.50 2.56 2361.50 39.123 0.000 1.408 993.90 42.726 170.432 8.365 169.024 6.957 389416.2 16028.7 10.19 47.13 1273.39 
-2.50 2.59 2392.09 39.169 0.000 1.423 994.84 42.715 168.707 8.300 167.284 6.877 390398.3 16050.0 10.20 47.24 1278.73 
-2.50 2.62 2422.71 39.214 0.000 1.438 995.78 42.703 167.027 8.237 165.589 6.799 391389.2 16071.1 10.21 47.36 1284.07 
                 
-2.50 2.65 2453.36 39.258 0.000 1.452 996.72 42.692 165.392 8.176 163.939 6.723 392391.4 16091.9 10.22 47.49 1289.41 
-2.50 2.68 2484.03 39.301 0.000 1.467 997.68 42.680 163.803 8.116 162.336 6.649 393412.3 16112.6 10.23 47.61 1294.77 
-2.50 2.71 2514.74 39.342 0.000 1.482 998.63 42.667 162.257 8.058 160.774 6.576 394444.1 16133.1 10.24 47.73 1300.13 
-2.50 2.74 2545.47 39.382 0.000 1.497 999.60 42.654 160.753 8.002 159.255 6.505 395493.2 16153.7 10.25 47.86 1305.50 
-2.50 2.77 2576.24 39.421 0.000 1.512 1000.58 42.641 159.291 7.948 157.779 6.435 396561.4 16174.9 10.26 47.99 1310.89 
                 
-2.50 2.80 2607.03 39.459 0.000 1.527 1001.58 42.628 157.868 7.895 156.341 6.368 397643.8 16196.2 10.27 48.12 1316.28 
-2.50 2.83 2637.86 39.497 0.000 1.542 1002.58 42.614 156.481 7.844 154.939 6.302 398739.2 16217.4 10.28 48.25 1321.68 
-2.50 2.86 2668.72 39.533 0.000 1.557 1003.59 42.601 155.131 7.794 153.574 6.237 399848.4 16238.5 10.29 48.39 1327.08 
-2.50 2.89 2699.61 39.568 0.000 1.572 1004.60 42.586 153.815 7.746 152.243 6.173 400971.1 16259.5 10.30 48.52 1332.50 
-2.50 2.92 2730.53 39.602 0.000 1.587 1005.63 42.572 152.534 7.699 150.946 6.111 402110.2 16280.6 10.31 48.66 1337.92 
                 
-2.50 2.95 2761.48 39.635 0.000 1.602 1006.67 42.556 151.287 7.653 149.685 6.051 403269.7 16301.9 10.32 48.80 1343.35 
-2.50 2.98 2792.46 39.668 0.000 1.618 1007.72 42.540 150.076 7.609 148.458 5.992 404452.2 16323.7 10.33 48.94 1348.80 
-2.50 3.01 2823.48 39.699 0.000 1.633 1008.81 42.524 148.900 7.567 147.267 5.934 405663.2 16346.1 10.34 49.09 1354.26 
-2.50 3.04 2854.53 39.730 0.000 1.648 1009.92 42.506 147.759 7.526 146.112 5.878 406907.7 16369.2 10.35 49.24 1359.73 
-2.50 3.07 2885.62 39.760 0.000 1.663 1011.06 42.489 146.654 7.486 144.991 5.823 408184.2 16393.0 10.36 49.40 1365.22 
                 
-2.50 3.10 2916.75 39.789 0.000 1.678 1012.23 42.470 145.584 7.448 143.906 5.769 409498.7 16417.5 10.38 49.56 1370.74 
-2.50 3.13 2947.90 39.818 0.000 1.693 1013.42 42.451 144.545 7.411 142.851 5.717 410840.4 16442.4 10.39 49.72 1376.26 
-2.50 3.16 2979.10 39.845 0.000 1.709 1014.63 42.431 143.535 7.375 141.827 5.666 412210.1 16467.5 10.40 49.88 1381.81 
-2.50 3.19 3010.33 39.872 0.000 1.724 1015.85 42.411 142.554 7.339 140.830 5.616 413603.6 16492.2 10.41 50.05 1387.37 
-2.50 3.22 3041.60 39.898 0.000 1.739 1017.08 42.390 141.600 7.305 139.861 5.566 415024.0 16516.8 10.43 50.22 1392.94 
                 
-2.50 3.25 3072.91 39.923 0.000 1.754 1018.33 42.368 140.673 7.272 138.919 5.518 416472.2 16541.4 10.44 50.40 1398.53 
-2.50 3.28 3104.24 39.948 0.000 1.770 1019.59 42.346 139.773 7.240 138.003 5.470 417947.1 16566.0 10.45 50.58 1404.14 
-2.50 3.31 3135.64 39.972 0.000 1.785 1020.87 42.323 138.897 7.208 137.112 5.423 419447.7 16590.5 10.46 50.76 1409.77 
-2.50 3.34 3167.07 39.995 0.000 1.800 1022.16 42.300 138.045 7.178 136.244 5.377 420970.5 16614.9 10.48 50.94 1415.41 
-2.50 3.37 3198.54 40.018 0.000 1.816 1023.46 42.276 137.218 7.148 135.402 5.332 422525.1 16639.3 10.49 51.13 1421.06 
                 
-2.50 3.40 3230.04 40.040 0.000 1.831 1024.78 42.252 136.413 7.119 134.582 5.288 424102.2 16663.7 10.50 51.32 1426.73 
-2.50 3.43 3261.59 40.061 0.000 1.847 1026.11 42.228 135.630 7.091 133.784 5.244 425704.5 16688.0 10.52 51.52 1432.42 
-2.50 3.46 3293.18 40.082 0.000 1.862 1027.46 42.202 134.871 7.064 133.009 5.202 427339.1 16712.6 10.53 51.71 1438.13 
-2.50 3.49 3324.80 40.102 0.000 1.877 1028.82 42.176 134.134 7.037 132.257 5.160 429003.1 16737.3 10.55 51.92 1443.85 
-2.50 3.52 3356.48 40.122 0.000 1.893 1030.21 42.150 133.419 7.012 131.526 5.119 430697.8 16762.4 10.56 52.12 1449.59 
                 
-2.50 3.55 3388.20 40.141 0.000 1.908 1031.62 42.122 132.725 6.987 130.816 5.079 432421.2 16787.8 10.57 52.33 1455.34 
-2.50 3.58 3419.96 40.159 0.000 1.924 1033.04 42.095 132.050 6.963 130.126 5.039 434172.2 16813.6 10.59 52.54 1461.12 
-2.50 3.61 3451.77 40.177 0.000 1.939 1034.48 42.066 131.395 6.940 129.456 5.000 435952.8 16839.4 10.60 52.76 1466.91 
-2.50 3.64 3483.61 40.194 0.000 1.955 1035.95 42.037 130.761 6.917 128.806 4.962 437767.8 16865.2 10.62 52.98 1472.73 
-2.50 3.67 3515.51 40.210 0.000 1.970 1037.43 42.006 130.148 6.895 128.177 4.925 439617.9 16891.1 10.63 53.20 1478.57 
                 
-2.50 3.70 3547.45 40.226 0.000 1.986 1038.96 41.974 129.566 6.874 127.580 4.888 441544.5 16917.3 10.65 53.43 1484.46 
-2.50 3.73 3579.44 40.242 0.000 2.002 1040.53 41.940 129.012 6.854 127.010 4.852 443537.2 16943.5 10.67 53.67 1490.39 
-2.50 3.76 3611.48 40.257 0.000 2.017 1042.11 41.906 128.473 6.834 126.455 4.816 445552.3 16969.7 10.68 53.92 1496.34 
-2.50 3.79 3643.57 40.271 0.000 2.033 1043.70 41.872 127.946 6.814 125.913 4.781 447582.5 16995.8 10.70 54.16 1502.30 
-2.50 3.82 3675.70 40.285 0.000 2.049 1045.29 41.837 127.431 6.795 125.383 4.747 449628.9 17022.0 10.71 54.41 1508.27 
                 
-2.50 3.85 3707.89 40.299 0.000 2.064 1046.90 41.801 126.930 6.777 124.866 4.713 451697.5 17048.3 10.73 54.66 1514.26 
-2.50 3.88 3740.13 40.311 0.000 2.080 1048.53 41.765 126.446 6.760 124.366 4.680 453800.1 17075.6 10.75 54.92 1520.26 
-2.50 3.91 3772.41 40.324 0.000 2.096 1050.18 41.728 125.977 6.743 123.881 4.647 455931.2 17103.5 10.76 55.17 1526.29 
-2.50 3.94 3804.75 40.336 0.000 2.111 1051.85 41.691 125.521 6.727 123.409 4.615 458089.4 17131.6 10.78 55.44 1532.33 
-2.50 3.97 3837.14 40.347 0.000 2.127 1053.54 41.653 125.081 6.711 122.954 4.584 460284.1 17159.9 10.80 55.70 1538.39 
                 
-2.50 4.00 3869.58 40.358 0.000 2.143 1055.24 41.615 124.656 6.696 122.513 4.553 462511.7 17188.2 10.82 55.97 1544.48 
-2.50 4.03 3902.07 40.368 0.000 2.159 1056.96 41.576 124.245 6.681 122.086 4.522 464770.9 17216.4 10.83 56.24 1550.58 
-2.50 4.06 3934.62 40.378 0.000 2.175 1058.69 41.536 123.848 6.667 121.673 4.492 467061.8 17244.4 10.85 56.52 1556.70 
-2.50 4.09 3967.23 40.387 0.000 2.191 1060.42 41.496 123.463 6.653 121.272 4.463 469380.6 17272.0 10.87 56.80 1562.84 
-2.50 4.12 3999.88 40.396 0.000 2.206 1062.18 41.455 123.093 6.640 120.887 4.433 471738.7 17299.9 10.89 57.09 1569.00 
                 
-2.50 4.15 4032.60 40.405 0.000 2.222 1063.95 41.414 122.737 6.627 120.515 4.404 474135.4 17327.9 10.91 57.38 1575.18 
-2.50 4.18 4065.36 40.413 0.000 2.238 1065.74 41.372 122.396 6.614 120.158 4.376 476569.7 17355.7 10.92 57.67 1581.39 
-2.50 4.21 4098.18 40.420 0.000 2.254 1067.55 41.329 122.069 6.602 119.815 4.348 479045.8 17383.5 10.94 57.97 1587.61 
-2.50 4.24 4131.05 40.427 0.000 2.270 1069.36 41.286 121.753 6.590 119.482 4.320 481549.4 17411.1 10.96 58.27 1593.85 
-2.50 4.27 4163.98 40.434 0.000 2.286 1071.18 41.242 121.445 6.579 119.158 4.293 484071.9 17438.6 10.98 58.58 1600.11 
                 
-2.50 4.30 4196.97 40.440 0.000 2.302 1073.04 41.198 121.150 6.568 118.848 4.266 486637.2 17467.3 11.00 58.89 1606.38 
-2.50 4.33 4230.02 40.446 0.000 2.318 1074.94 41.153 120.871 6.558 118.553 4.240 489249.9 17497.7 11.02 59.21 1612.69 
-2.50 4.36 4263.12 40.451 0.000 2.334 1076.84 41.107 120.596 6.549 118.261 4.214 491866.7 17528.5 11.04 59.52 1619.00 
-2.50 4.39 4296.29 40.456 0.000 2.350 1078.73 41.062 120.320 6.540 117.969 4.189 494467.8 17559.2 11.06 59.84 1625.31 
-2.50 4.42 4329.51 40.460 0.000 2.366 1080.61 41.018 120.042 6.531 117.676 4.164 497052.8 17589.7 11.08 60.15 1631.62 
                 
-2.50 4.45 4362.79 40.465 0.000 2.383 1082.47 40.974 119.764 6.522 117.382 4.140 499621.7 17620.0 11.10 60.46 1637.93 
-2.50 4.48 4396.12 40.468 0.000 2.399 1084.32 40.931 119.486 6.514 117.087 4.115 502175.6 17650.1 11.11 60.77 1644.23 
-2.50 4.51 4429.51 40.472 0.000 2.415 1086.16 40.887 119.208 6.506 116.793 4.091 504719.0 17680.1 11.13 61.08 1650.53 
-2.50 4.54 4462.96 40.475 0.000 2.431 1087.99 40.844 118.933 6.499 116.502 4.067 507260.0 17710.3 11.15 61.39 1656.84 
-2.50 4.57 4496.47 40.477 0.000 2.447 1089.81 40.802 118.656 6.491 116.209 4.044 509785.1 17740.4 11.17 61.69 1663.15 
                 
-2.50 4.60 4530.03 40.479 0.000 2.463 1091.62 40.760 118.377 6.484 115.914 4.021 512286.7 17770.6 11.19 61.99 1669.45 
-2.50 4.63 4563.64 40.481 0.000 2.480 1093.41 40.718 118.098 6.478 115.618 3.998 514770.4 17801.2 11.21 62.30 1675.74 
-2.50 4.66 4597.31 40.483 0.000 2.496 1095.20 40.677 117.818 6.472 115.322 3.976 517238.8 17832.2 11.23 62.59 1682.03 
-2.50 4.69 4631.04 40.484 0.000 2.512 1096.99 40.636 117.538 6.466 115.025 3.954 519695.2 17863.9 11.24 62.89 1688.32 
-2.50 4.72 4664.82 40.485 0.000 2.528 1098.76 40.595 117.255 6.461 114.727 3.932 522126.2 17895.7 11.26 63.19 1694.60 
                 
-2.50 4.75 4698.66 40.486 0.000 2.545 1100.52 40.555 116.971 6.456 114.427 3.911 524538.0 17927.9 11.28 63.48 1700.88 
-2.50 4.78 4732.54 40.486 0.000 2.561 1102.27 40.515 116.686 6.451 114.125 3.890 526926.2 17960.3 11.30 63.77 1707.15 
-2.50 4.81 4766.48 40.486 0.000 2.577 1104.00 40.476 116.396 6.447 113.819 3.869 529283.0 17992.7 11.32 64.05 1713.40 
-2.50 4.84 4800.47 40.486 0.000 2.594 1105.69 40.438 116.101 6.442 113.507 3.849 531597.3 18025.1 11.33 64.33 1719.64 
-2.50 4.87 4834.52 40.486 0.000 2.610 1107.37 40.401 115.801 6.439 113.190 3.828 533874.8 18057.3 11.35 64.61 1725.87 
                 
-2.50 4.90 4868.62 40.485 0.000 2.627 1109.02 40.365 115.498 6.435 112.871 3.808 536123.2 18089.5 11.37 64.88 1732.08 
-2.50 4.93 4902.77 40.484 0.000 2.643 1110.65 40.329 115.193 6.431 112.550 3.789 538346.8 18121.5 11.38 65.15 1738.29 
-2.50 4.96 4936.96 40.483 0.000 2.659 1112.27 40.293 114.886 6.428 112.226 3.769 540544.0 18153.6 11.40 65.41 1744.48 
-2.50 4.99 4971.20 40.481 0.000 2.676 1113.87 40.259 114.576 6.425 111.901 3.750 542713.6 18186.0 11.42 65.68 1750.67 
-2.50 5.02 5005.50 40.480 0.000 2.692 1115.47 40.224 114.268 6.423 111.576 3.731 544872.4 18219.2 11.43 65.94 1756.85 
                 
-2.50 5.05 5039.85 40.478 0.000 2.709 1117.05 40.191 113.958 6.421 111.249 3.712 547004.4 18252.7 11.45 66.20 1763.02 
-2.50 5.08 5074.24 40.476 0.000 2.725 1118.62 40.158 113.646 6.419 110.921 3.694 549113.3 18286.4 11.47 66.45 1769.19 
-2.50 5.11 5108.68 40.473 0.000 2.741 1120.18 40.125 113.334 6.417 110.592 3.676 551200.6 18320.4 11.48 66.70 1775.34 
-2.50 5.14 5143.16 40.471 0.000 2.758 1121.73 40.093 113.021 6.416 110.263 3.658 553270.1 18354.7 11.50 66.95 1781.49 
-2.50 5.17 5177.71 40.468 0.000 2.774 1123.27 40.062 112.707 6.415 109.932 3.640 555314.9 18389.2 11.51 67.20 1787.63 
                 
-2.50 5.20 5212.28 40.466 0.000 2.791 1124.79 40.032 112.392 6.414 109.601 3.623 557337.4 18423.7 11.53 67.45 1793.75 
-2.50 5.23 5246.91 40.463 0.000 2.807 1126.29 40.002 112.075 6.413 109.268 3.606 559335.8 18458.3 11.54 67.69 1799.87 
-2.50 5.26 5281.58 40.459 0.000 2.824 1127.78 39.973 111.758 6.413 108.934 3.589 561312.6 18493.0 11.56 67.93 1805.99 
-2.50 5.29 5316.30 40.456 0.000 2.840 1129.26 39.944 111.441 6.413 108.601 3.572 563272.9 18527.8 11.57 68.16 1812.09 
-2.50 5.32 5351.07 40.453 0.000 2.857 1130.72 39.916 111.124 6.413 108.267 3.556 565216.4 18562.6 11.59 68.40 1818.19 
                 
-2.50 5.35 5385.88 40.449 0.000 2.873 1132.17 39.888 110.806 6.413 107.933 3.539 567135.2 18597.3 11.60 68.63 1824.28 
-2.50 5.38 5420.73 40.445 0.000 2.890 1133.60 39.861 110.487 6.413 107.597 3.523 569028.3 18631.9 11.62 68.86 1830.36 
-2.50 5.41 5455.63 40.442 0.000 2.906 1135.01 39.834 110.167 6.413 107.261 3.507 570901.1 18666.5 11.63 69.09 1836.43 
-2.50 5.44 5490.57 40.438 0.000 2.923 1136.41 39.808 109.847 6.414 106.924 3.491 572756.3 18700.9 11.65 69.31 1842.50 
-2.50 5.47 5525.55 40.434 0.000 2.939 1137.80 39.782 109.528 6.415 106.589 3.475 574595.2 18735.3 11.66 69.53 1848.56 
                 
-2.50 5.50 5560.57 40.429 0.000 2.956 1139.16 39.757 109.208 6.416 106.251 3.460 576408.7 18769.4 11.68 69.75 1854.61 
